,eventid,iyear,imonth,iday,extended,country_txt,region_txt,provstate,city,latitude,longitude,crit1,crit2,crit3,doubtterr,multiple,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,guncertain1,individual,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,ishostkid
2958,197504180001,1975,4,18,0,Argentina,South America,Buenos Aires,Mar del Plata,-37.997567,-57.54823,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Chilean Consulate,Chile,Unknown,0.0,0,0.0,,,0.0,,,0.0
2959,197504190001,1975,4,19,0,Japan,East Asia,Tokyo,Tokyo,35.689125,139.747742,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,,South Korean Industrial Economic Research Institute,South Korea,East Asia Anti Japanese Armed Front,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,197504210001,1975,4,21,0,United States,North America,California,Sacramento,38.579065,-121.491014,1,0,1,1.0,0.0,1,0,Armed Assault,Business,Bank/Commerce,,Carmichael Crocker bank,United States,Symbionese Liberation Army (SLA),0.0,0,0.0,,,0.0,,,0.0
2961,197504210002,1975,4,21,0,United States,North America,California,Sacramento,38.579065,-121.491014,1,1,1,0.0,0.0,1,0,Unknown,Business,Bank/Commerce,Carmichael Crocker Bank,Bank customer,United States,Symbionese Liberation Army (SLA),0.0,0,1.0,,0.0,,,,0.0
2962,197504210003,1975,4,21,0,United Kingdom,Western Europe,Northern Ireland,Dungannon,54.50853,-6.763131,1,1,1,-9.0,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Seamus McKenna, 25; Michael McKenna, 27 and Marion Bowen, 21, Catholics",Northern Ireland,Protestant extremists,0.0,0,3.0,,,,,,0.0
2963,197504240001,1975,4,24,1,Sweden,Western Europe,Stockholm,Stockholm,59.332788,18.064488,1,1,1,0.0,0.0,1,0,Hostage Taking (Barricade Incident),Government (Diplomatic),Embassy/Consulate,,FRG Embassy,Germany,Socialist Patients' Collective (SPK),0.0,0,3.0,,1.0,13.0,,,1.0
2964,197504250001,1975,4,25,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",,British Embassy Residence,Great Britain,Unknown,0.0,0,1.0,,,2.0,,,0.0
2965,197504250002,1975,4,25,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Bank/Commerce,,bank,Mexico,23rd of September Communist League,0.0,0,12.0,,,,,,0.0
2966,197504250003,1975,4,25,0,United Kingdom,Western Europe,Northern Ireland,Portadown,54.42071,-6.443767,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Samuel Johnston, 33, Protestant",Northern Ireland,Irish Republican Extremists,0.0,0,1.0,,,,,,0.0
2967,197504270001,1975,4,27,0,United Kingdom,Western Europe,Northern Ireland,Lurgan,54.463367,-6.328597,1,1,1,-9.0,0.0,1,0,Armed Assault,Private Citizens & Property,Labor Union Related,Social Club,"Joseph Toman, 45; John Feeney, 45 and Brendan O'Hara, 40, Catholics",Northern Ireland,Protestant extremists,0.0,0,3.0,,,,,,0.0
2968,197504280001,1975,4,28,0,United States,North America,Colorado,Denver,39.758968,-104.876305,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Intelligence,CIA official,"James Sommerville, CIA agent and regional director",United States,Unknown,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
2969,197504280002,1975,4,28,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,1,1.0,0.0,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Official IRA,"Liam McMillen, 48, Catholic",Northern Ireland,Irish National Liberation Army (INLA),0.0,0,1.0,,,,,,0.0
2970,197504280003,1975,4,28,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,1,1,0.0,0.0,0,0,Assassination,Private Citizens & Property,Religion Identified,Railway worker,"Samuel Grierson, 25, Protestant",Northern Ireland,People's Liberation Army (Northern Ireland),0.0,0,1.0,,,,,,0.0
2971,197504280004,1975,4,28,0,United States,North America,Colorado,Denver,39.758968,-104.876305,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,Bank/Commerce,,American National Bank,United States,Unknown,0.0,0,0.0,,,0.0,,,0.0
2972,197504290001,1975,4,29,0,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,Aliens Police Office,Germany,Revolutionary Cells,0.0,0,,,,,,,0.0
2973,197504300001,1975,4,30,0,West Germany (FRG),Western Europe,Rhineland-Palatinate,Ludwigshafen,49.477613,8.445092,1,1,1,0.0,0.0,1,0,Bombing/Explosion,NGO,Domestic NGO,,Industry and Commerce Building,Germany,Unknown,0.0,0,,,,,,,0.0
2974,197504300002,1975,4,30,0,West Germany (FRG),Western Europe,Rhineland-Palatinate,Mainz,49.993038,8.247247,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Bank/Commerce,,Industry and Commerce Building,Germany,Revolutionary Cells,0.0,0,,,,,,,0.0
2975,197504300003,1975,4,30,0,El Salvador,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1,1,1,0.0,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",,Police post,El Salvador,People's Revolutionary Army (ERP) (El Salvador),0.0,0,2.0,,,,,,0.0
2976,197505000001,1975,5,0,0,Venezuela,South America,Caracas,Caracas,10.482834,-66.962128,1,1,1,0.0,0.0,0,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Venezulan government,"Gonzalo Barrios, president of congress",Venezuela,Red Flag (Venezuela),0.0,0,0.0,,,0.0,,,1.0
2977,197505000002,1975,5,0,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Multinational Corporation,,Chrysler dealer,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2978,197505000003,1975,5,0,0,Spain,Western Europe,Valencia,Valencia,39.470239,-0.376805,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Multinational Corporation,,Chrysler Dealership,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2979,197505000004,1975,5,0,0,Venezuela,South America,Caracas,Caracas,10.482834,-66.962128,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,,Civil Governor Residence,Venezuela,Red Flag (Venezuela),0.0,0,0.0,,,0.0,,,0.0
2980,197505010001,1975,5,1,0,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,,Chamber of Commerce,Germany,Revolutionary Cells,0.0,0,,,,,,,0.0
2981,197505010002,1975,5,1,0,West Germany (FRG),Western Europe,Rhineland-Palatinate,Ludwigshafen am Rhein,49.477613,8.445092,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,,Chamber of Commerce,Germany,Revolutionary Cells,0.0,0,,,,,,,0.0
2982,197505010003,1975,5,1,0,West Germany (FRG),Western Europe,Rhineland-Palatinate,Mainz,49.993038,8.247247,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,,Chamber Commerce,Germany,Revolutionary Cells,0.0,0,,,,,,,0.0
2983,197505010004,1975,5,1,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,"Public Area (garden, parking lot, garage, beach, public building, camp)",,Stadium,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2984,197505010005,1975,5,1,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,,,business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2985,197505010008,1975,5,1,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,,,business,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2986,197505010009,1975,5,1,0,Spain,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,1,1,0.0,0.0,1,0,Armed Assault,Police,Police Patrol (including vehicles and convoys),,Police car,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2987,197505010010,1975,5,1,0,Spain,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",,policemens hospital,Spain,Unknown,0.0,0,,,,,,,0.0
2988,197505010011,1975,5,1,0,Spain,Western Europe,Valencia,Valencia,39.470239,-0.376805,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Multinational Corporation,,FASA-Renault factory,France,Unknown,0.0,0,,,,,,,0.0
2989,197505010012,1975,5,1,0,Spain,Western Europe,Navarre,Pamplona,42.815372,-1.653616,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,,bank,Spain,Unknown,0.0,0,,,,,,,0.0
2990,197505010013,1975,5,1,0,Spain,Western Europe,Biscay,Galdacano,43.230556,-2.845833,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,,car,Spain,Basque Fatherland and Freedom (ETA),0.0,0,,,,,,,0.0
2991,197505010014,1975,5,1,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Renault dealer,France,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2992,197505010015,1975,5,1,0,Spain,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,1,1,-9.0,0.0,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,,spanish credit bank,Spain,Unknown,0.0,0,,,,,,,0.0
2993,197505010016,1975,5,1,0,United States,North America,California,Sacramento,38.579065,-121.491014,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Prison/Jail,,California Department of Corrections,United States,New World Liberation Front (NWLF),0.0,0,0.0,,,0.0,,,0.0
2994,197505020001,1975,5,2,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Armed Assault,Transportation,Bus (excluding tourists),,bus,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2995,197505020003,1975,5,2,0,United States,North America,California,Santa Monica,34.011565,-118.492289,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,,Socialist Workers Party Bookstore,United States,Cuban Action,0.0,0,0.0,,,0.0,,,0.0
2996,197505020004,1975,5,2,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,0,1,1.0,0.0,1,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Defence Association,"Alexander Miller, 55, Protestant",Northern Ireland,Irish Republican Army (IRA),0.0,0,1.0,,,,,,0.0
2997,197505030001,1975,5,3,0,France,Western Europe,Haut-Rhin,Fessenheim,47.914709,7.537626,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Utilities,Electricity,,French Nuclear Power Station,France,Meinhof-Puig-Antich Group,0.0,0,0.0,,,0.0,,,0.0
2998,197505030002,1975,5,3,0,Spain,Western Europe,Valladolid,Valladolid,41.652943,-4.728381,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,,car,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
2999,197505030003,1975,5,3,0,Spain,Western Europe,Valladolid,Valladolid,41.652943,-4.728381,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,,car,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
3000,197505030004,1975,5,3,0,Spain,Western Europe,Valladolid,Valladolid,41.652943,-4.728381,1,1,1,0.0,0.0,1,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,,car,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
3001,197505030005,1975,5,3,0,Mexico,North America,Federal,Mexico City,19.371887,-99.086624,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Industrial/Textiles/Factory,,factory,Mexico,23rd of September Communist League,0.0,0,1.0,,,,,,0.0
3002,197505060001,1975,5,6,0,Spain,Western Europe,Biscay,Guernica,43.317073,-2.678975,1,1,0,1.0,0.0,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Civil Guard,"Sergovia Peralta, Civil Guard (Guardia)",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
3003,197505060002,1975,5,6,1,Italy,Western Europe,Lazio,Rome,41.890961,12.490069,1,1,1,0.0,0.0,1,0,Hostage Taking (Kidnapping),Government (General),Judge/Attorney/Court,Rome govt.,"Giuseppe di Geunaro, judge in Rome",Italy,Armed Proletarian Nuclei (NAP),0.0,0,0.0,,,0.0,,,1.0
3004,197505070001,1975,5,7,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Bilbao Police,"Fernando Llorente Ruiz, inspector of police",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
3005,197505070002,1975,5,7,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,IBM Office,United States,International Revolutionary Action Group (GARI),0.0,0,0.0,,,0.0,,,0.0
3006,197505070004,1975,5,7,0,United States,North America,California,Los Angeles,34.097866,-118.407379,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,,Midnight Special Bookstore,United States,Cuban Action,0.0,0,0.0,,,0.0,,,0.0
3007,197505080001,1975,5,8,0,Colombia,South America,Bogota,Bogota,4.667128,-74.106056,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Bogota Police,"Lidebrando Barrios, policeman",Colombia,Popular Liberation Army (EPL),0.0,0,1.0,,,0.0,,,0.0
3008,197505090001,1975,5,9,0,United States,North America,California,Berkeley,37.874043,-122.280022,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Gas/Oil/Electric,,Pacific Gas & Electric Office,United States,New World Liberation Front (NWLF),0.0,0,0.0,,,0.0,,,0.0
3009,197505100001,1975,5,10,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Mexican Chancery,Mexico,The Scorpion,1.0,0,0.0,,,0.0,,,0.0
3010,197505100002,1975,5,10,0,United States,North America,District of Columbia,Washington,38.908642,-77.015381,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,,Aeroflot Office,Soviet Union,The Scorpion,0.0,0,0.0,,,0.0,,,0.0
3011,197505100003,1975,5,10,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Retail/Grocery/Bakery,,Boutique,Spain,Basque Fatherland and Freedom (ETA),0.0,0,0.0,,,0.0,,,0.0
3012,197505100004,1975,5,10,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,1,1,-9.0,0.0,1,0,Armed Assault,Business,Industrial/Textiles/Factory,,Industrial Cooperative,Spain,Unknown,0.0,0,,,,,,,0.0
3013,197505100005,1975,5,10,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,1,1,-9.0,0.0,1,0,Armed Assault,Business,Retail/Grocery/Bakery,,Jewelry store,Spain,Unknown,0.0,0,,,,,,,0.0
3014,197505100006,1975,5,10,0,Spain,Western Europe,Biscay,Bilbao,43.258434,-2.921819,1,1,1,0.0,0.0,1,0,Armed Assault,Business,,,law firm,Spain,Argentine Anticommunist Alliance (AAA),0.0,0,,,,,,,0.0
3015,197505100007,1975,5,10,0,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Paul Gray, 20, Protestant, policeman",Northern Ireland,Irish Republican Army (IRA),0.0,0,1.0,,,,,,0.0
3016,197505110001,1975,5,11,0,United States,North America,Florida,Miami,25.774591,-80.214195,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Bay of Pigs,Monument,United States,Unknown,0.0,0,,,,,,,0.0
3017,197505120001,1975,5,12,0,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,,,Dutch Firm,Netherlands,Unknown,0.0,0,,,,,,,0.0
3018,197505130001,1975,5,13,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,,Youth Front Delegation office,Spain,Catalan Liberation Front (FAC),0.0,0,0.0,,,0.0,,,0.0
3019,197505130002,1975,5,13,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Bank/Commerce,,Provincial Savings Association,Spain,Catalan Liberation Front (FAC),0.0,0,0.0,,,0.0,,,0.0
3020,197505140001,1975,5,14,0,Spain,Western Europe,Gipuzcoa,Donostia-San Sebastian,43.291618,-1.977903,1,1,1,0.0,0.0,1,0,Armed Assault,Business,Bank/Commerce,,bank,Spain,Basque Fatherland and Freedom (ETA),0.0,0,0.0,,,0.0,,,0.0
3021,197505140002,1975,5,14,0,United States,North America,Florida,Miami,25.774591,-80.214195,1,1,1,-9.0,0.0,1,0,Bombing/Explosion,Business,Medical/Pharmaceutical,Hospital,Carlos Gallostra Variety Hospital,United States,Unknown,0.0,0,,,,,,,0.0
3022,197505150001,1975,5,15,0,Spain,Western Europe,Biscay,Guernica,43.317073,-2.678975,1,1,1,0.0,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Civil Guard (Guardia),"Domingo Sanchez Munoz, lieutenant",Spain,Basque Fatherland and Freedom (ETA),0.0,0,1.0,,,0.0,,,0.0
3023,197505160001,1975,5,16,0,Spain,Western Europe,Barcelona,Barcelona,41.400635,2.150913,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Airports & Aircraft,Airline Officer/Personnel,,Pan Am office,United States,Catalan Liberation Front (FAC),0.0,0,0.0,,,0.0,,,0.0
3024,197505180001,1975,5,18,0,United Kingdom,Western Europe,Northern Ireland,Castlewellan,54.255696,-5.948804,1,0,1,1.0,0.0,1,0,Armed Assault,Terrorists/Non-State Militia,Terrorist,IRA,"Francis Rice, 17 Catholic",Northern Ireland,Ulster Volunteer Force (UVF),0.0,0,1.0,,,,,,0.0
3025,197505190001,1975,5,19,0,Tanzania,Sub-Saharan Africa,Unknown,Unknown,,,1,1,1,0.0,0.0,1,0,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,Stanford university,stanford univ. students at animal research center *,United States,People's Revolutionary Party (Tanzania),0.0,0,0.0,,,0.0,,,1.0
3026,197505190002,1975,5,19,0,France,Western Europe,Pyrenees-Atlantiques,Hendaye,43.359399,-1.766148,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,,Mugalde Book Store (Basque),France,Nationalist Intervention Group,0.0,0,0.0,,,0.0,,,0.0
3027,197505190003,1975,5,19,0,United States,North America,California,San Quentin,37.941799,-122.48835,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,,,Firearms Range House,United States,New World Liberation Front (NWLF),0.0,0,0.0,,,0.0,,,0.0
3028,197505210001,1975,5,21,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Alleged Informant,SAVAK,"unk, informant",Iran,Mujahedin-e Khalq (MEK),0.0,0,1.0,,,0.0,,,0.0
3029,197505210002,1975,5,21,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,0,1.0,0.0,1,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",US,"Shaefer and Turner, colonels USAF",United States,Mujahedin-e Khalq (MEK),0.0,0,2.0,2.0,,0.0,0.0,,0.0
3030,197505210003,1975,5,21,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Business,Multinational Corporation,,Volvo Showroom,Switzerland,Meinhof-Puig-Antich Group,0.0,0,,,,,,,0.0
3031,197505210004,1975,5,21,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",,Sweden House,Sweden,Meinhof-Puig-Antich Group,0.0,0,,,,,,,0.0
3032,197505210005,1975,5,21,0,France,Western Europe,Alpes-Maritimes,Nice,43.696036,7.265592,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,FRG Consulate,Germany,Meinhof-Puig-Antich Group,0.0,0,0.0,,,0.0,,,0.0
3033,197505210006,1975,5,21,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1,1,1,0.0,0.0,0,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",,"Home, Iranian General",Iran,Unknown,0.0,0,0.0,,,0.0,,,0.0
3034,197505220001,1975,5,22,0,France,Western Europe,Paris,Paris,48.856644,2.34233,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Tourists,Tourism Travel Agency,,Swedish Tourism Office,Sweden,Meinhof-Puig-Antich Group,0.0,0,0.0,,,0.0,,,0.0
3035,197505220002,1975,5,22,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,,U.S. Turkish Supply Depot,United States,Turkish People's Liberation Army,0.0,0,0.0,,,0.0,,,0.0
3036,197505220003,1975,5,22,0,United Kingdom,Western Europe,Northern Ireland,Glengormley,54.671804,-5.957181,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,,"Gerald D'Earth, 30, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),0.0,0,1.0,,,,,,0.0
3037,197505230001,1975,5,23,0,Turkey,Middle East & North Africa,Istanbul,Istanbul,41.106178,28.689863,1,1,0,1.0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),,U.S. Army truck,United States,Turkish People's Liberation Army,0.0,0,0.0,,,0.0,,,0.0
3038,197505230002,1975,5,23,0,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Thomas McErlaine, 19 and John McErlaine, 29, Catholics",Northern Ireland,Protestant extremists,0.0,0,2.0,,,,,,0.0
3039,197505230003,1975,5,23,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,1.0,1,0,Bombing/Explosion,Business,Bank/Commerce,bank,bank,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),1.0,0,0.0,0.0,0.0,,,,
3040,197505230004,1975,5,23,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,1.0,1,0,Bombing/Explosion,Business,Bank/Commerce,bank,bank,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),1.0,0,0.0,0.0,0.0,,,,
3041,197505230005,1975,5,23,0,United States,North America,Puerto Rico,San Juan,18.386932,-66.061127,1,1,1,0.0,1.0,0,0,Bombing/Explosion,Business,Restaurant/Bar/Caf�,McDonald's fast-food,fast-food restaurant,Puerto Rico,Fuerzas Armadas de Liberacion Nacional (FALN),1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
3042,197505240001,1975,5,24,0,United Kingdom,Western Europe,Northern Ireland,Ballynahone,54.818983,-6.663403,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Royal Ulster Constabulary,"Noel Davis, 22, Protestant",Northern Ireland,Irish National Liberation Army (INLA),0.0,0,1.0,,,,,,0.0
3043,197505250001,1975,5,25,0,Japan,East Asia,Aichi,Nagoya,35.181446,136.906398,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,Police Station,Japan,East Asia Anti Japanese Armed Front,0.0,0,,,,,,,0.0
3044,197505250002,1975,5,25,0,Japan,East Asia,Tokyo,Tachikawa,35.714008,139.407855,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",,Police Box,Japan,East Asia Anti Japanese Armed Front,0.0,0,,,,,,,0.0
3045,197505250003,1975,5,25,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,,school,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
3046,197505250004,1975,5,25,0,United Kingdom,Western Europe,Northern Ireland,Gortin,54.717441,-7.232568,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Albert Ballantine, 19. Protestant",Northern Ireland,Ulster Volunteer Force (UVF),0.0,0,1.0,,,,,,0.0
3047,197505260001,1975,5,26,0,United States,North America,New York,New York City,40.697132,-73.931351,1,1,1,0.0,0.0,1,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,,Mexican Consulate and U.N. Mission,Mexico,Unknown,0.0,0,0.0,,,0.0,,,0.0
3048,197505270001,1975,5,27,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Business,Bank/Commerce,,Wells Fargo Corp.,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
3049,197505270002,1975,5,27,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,0,1.0,0.0,1,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,,Foreign Legion office,Spain,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
3050,197505270003,1975,5,27,0,United Kingdom,Western Europe,Northern Ireland,Irvinestown,54.471741,-7.635635,1,1,1,0.0,0.0,1,0,Assassination,Private Citizens & Property,Religion Identified,,"Patrick O'Reilly, 52, Catholic",Northern Ireland,Ulster Volunteer Force (UVF),0.0,0,1.0,,,,,,0.0
3051,197505290001,1975,5,29,0,Spain,Western Europe,Madrid,Madrid,40.465595,-3.696263,1,1,1,0.0,0.0,1,0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,,Readers Digest Office,United States,Revolutionary Patriotic Anti-Fascist Front (FRAP),0.0,0,,,,,,,0.0
